sampled_at,point_1_latitude,point_1_longitude,point_2_latitude,point_2_longitude,departure_time,duration_driving,duration_transit,fare_value,fare_currency
1601424040,37.78590021396773,-122.40457736600642,37.783262444134046,-122.46942403111274,1601160843,1146,2613,3,USD
1601424040,37.719523002524475,-122.43405798665162,37.74583801840979,-122.48739431160895,1601246203,1106,2913,3,USD
1601424040,37.769087183558035,-122.43646082296155,37.727450752677576,-122.42143064255266,1601204954,874,3514,3,USD
1601424041,37.75832038521575,-122.47828691678869,37.76352462213771,-122.39023088121212,1601109653,1112,15578,3,USD
1601424041,37.79891105729846,-122.42392733879569,37.78941857883322,-122.40347109225848,1601359792,622,2014,4.75,USD
1601424042,37.73288989553564,-122.43303752071351,37.785949719127665,-122.5070674840976,1601204408,1459,6895,3,USD
1601424042,37.7861616713059,-122.45620267854463,37.70963670092275,-122.39079779276084,1601200400,1127,7141,3,USD
1601424042,37.79147711699183,-122.45293350277747,37.79844469510694,-122.42308283088016,1601225022,582,1723,0,USD
1601424043,37.77022316592183,-122.42984898495217,37.75328815778986,-122.49887585611587,1601250138,1009,3290,3,USD
1601424043,37.751818972538466,-122.47568832382171,37.73044388217785,-122.4463454988932,1601321849,693,2603,3,USD
1601424044,37.745070454387694,-122.42246323891632,37.715393164831845,-122.45535758535902,1601180943,415,2369,3,USD
1601424044,37.7667795506713,-122.41019005090234,37.734226162208806,-122.49416718333894,1601118416,1064,6454,3,USD
1601424044,37.71467961802115,-122.37893310062879,37.76858521884359,-122.46462498298713,1601240409,1356,6103,3,USD
1601424045,37.79558167025942,-122.44913596091926,37.74290512600441,-122.45167159520058,1601224395,1118,3775,7.75,USD
1601424045,37.788447844691284,-122.40706055280627,37.751881363079164,-122.39717450188827,1601301597,573,1744,5.6,USD
1601424045,37.778931514378144,-122.4720184304863,37.77788570606966,-122.46474481949132,1601222605,179,566,,
1601424046,37.77742274925677,-122.43992893638027,37.78030283289305,-122.50872617208377,1601162561,885,2194,3,USD
1601424046,37.76447875719277,-122.40579422496411,37.72359318174224,-122.392796843176,1601255230,669,2498,3,USD
1601424046,37.77933414911862,-122.44605056342728,37.75605533729715,-122.47664439936591,1601173250,627,2946,3,USD
1601424047,37.73593521641791,-122.39181502103878,37.72188871014163,-122.47603518955864,1601306136,946,3632,3,USD
1601424047,37.79646068602546,-122.47824669570596,37.79669045795346,-122.47405976109115,1601199737,97,337,,
1601424048,37.76090891012909,-122.38606504443261,37.71215435936775,-122.38983666969857,1601107875,805,18453,3,USD
1601424048,37.7208347478307,-122.43220937697768,37.75817467043783,-122.3894642425111,1601178911,628,3123,3,USD
1601424049,37.71894132539201,-122.41372035473263,37.72717385444123,-122.47606170349012,1601315858,960,2145,3,USD
1601424049,37.77689747588696,-122.416607559611,37.75482381491459,-122.46800159888063,1601161499,861,3059,3,USD
1601424049,37.76467959458538,-122.49171276365739,37.74026508282662,-122.4380674119983,1601128691,970,3191,3,USD
1601424050,37.79475612881321,-122.39969469678024,37.777131878404944,-122.40460649883498,1601334964,667,1856,3,USD
1601424050,37.76377412003793,-122.41544850159542,37.771932567107406,-122.5112073739653,1601115181,1455,9646,3,USD
1601424050,37.78674665558716,-122.41817735389061,37.726630692485045,-122.39591231699441,1601278477,1014,3447,3,USD
1601424051,37.75562665128138,-122.48091326447675,37.74099857331653,-122.49515286548697,1601309724,383,1312,3,USD
1601424051,37.730532627034776,-122.4337954609085,37.73838652715326,-122.42839239554435,1601167396,331,1152,3,USD
1601424051,37.7187212516954,-122.45941383938843,37.72667432076488,-122.488302025472,1601209236,541,2008,3,USD
1601424052,37.73850784276316,-122.39902559830638,37.75508269093785,-122.45631110779878,1601329895,896,3429,3,USD
1601424052,37.75883941087414,-122.39612626575152,37.790937982657844,-122.4681666725021,1601244571,1393,5005,3,USD
1601424053,37.766282111393544,-122.47612765882099,37.70871845161872,-122.40645921358168,1601248703,1275,4435,3,USD
1601424053,37.75410562683262,-122.43987918439613,37.73212082894869,-122.44200202655661,1601305603,529,2463,3,USD
1601424053,37.717952423892605,-122.49359249641032,37.7934052514367,-122.39203489687593,1601201856,1149,11671,3,USD
1601424054,37.727018324093805,-122.45976216826365,37.72486070262233,-122.38504182452263,1601177795,903,3101,3,USD
1601424054,37.76507190089539,-122.4078200229608,37.72233386439646,-122.47688799210982,1601216331,992,4065,3,USD
1601424055,37.80290751455005,-122.46781949571101,37.778624268771075,-122.39119789537283,1601166354,1398,4277,3,USD
1601424055,37.799506715055294,-122.40888592207668,37.730428775913,-122.43843089151109,1601328803,919,1942,5.6,USD
1601424055,37.78105087080787,-122.47340941306715,37.792196560801855,-122.40964438638018,1601332601,1025,2647,3,USD
1601424056,37.777380882237516,-122.40502340122391,37.79473287412782,-122.40308912145117,1601274150,598,1553,3,USD
1601424056,37.708546732159085,-122.41152469709141,37.74253584684382,-122.4999289364379,1601295940,1270,3178,3,USD
1601424056,37.768267060077044,-122.43234258056371,37.79045150224367,-122.45737195451309,1601285310,794,4623,3,USD
1601424057,37.7089373234858,-122.48871381746605,37.745394026352265,-122.43819903206258,1601271733,985,,,
1601424057,37.78249729352903,-122.49773495108596,37.80013321564481,-122.40603628696498,1601164469,1371,3213,3,USD
1601424058,37.79426755541154,-122.44365691419432,37.79513836349431,-122.4567561532621,1601146520,326,1511,,
1601424058,37.734144730830934,-122.44524878552382,37.75170229442815,-122.46839381606647,1601354309,507,2108,3,USD
1601424058,37.7252897679216,-122.39744549529726,37.77872449909212,-122.43845561942875,1601148215,1001,3846,3,USD
1601424059,37.75133684510349,-122.45768945331217,37.76112716314141,-122.48974139396977,1601282481,588,2867,,
1601424059,37.72921014242794,-122.36589731157001,37.771180080883724,-122.50998741395328,1601214899,1812,4932,3,USD
1601424059,37.725611558018606,-122.50412262399063,37.764103960606256,-122.4150729599282,1601149177,1124,4785,3,USD
1601424060,37.77762280071968,-122.48215316923942,37.72916057763342,-122.42082646386619,1601308358,1278,3956,3,USD
1601424060,37.76196431321321,-122.41591000304149,37.80161747028645,-122.46077540326547,1601130955,1297,4654,3,USD
1601424060,37.78284704812218,-122.44822693160155,37.78956640895579,-122.47921227186534,1601150943,797,2038,3,USD
1601424061,37.76728147754578,-122.50020227327741,37.767176333874865,-122.41966110254202,1601113873,1109,10425,3,USD
1601424061,37.761341814932614,-122.38935762755507,37.758387552076236,-122.40013651448223,1601107178,218,1099,,
1601424061,37.80470922679487,-122.46682550181363,37.73125051473829,-122.43302425320528,1601258707,1709,4919,7.35,USD
1601424062,37.7400638580936,-122.46699424221794,37.79426572949073,-122.44527802167931,1601156222,1076,3394,3,USD
1601424062,37.70921981515079,-122.50167093281607,37.751315442318955,-122.45003896751469,1601295239,1137,6494,9.05,USD
1601424063,37.75021379606607,-122.38448948663687,37.75080225341803,-122.44155336892274,1601263909,881,3413,3,USD
1601424063,37.771981703570425,-122.47462265930034,37.71353464214869,-122.4986383536107,1601130558,943,92737,5.25,USD
1601424063,37.77576331989341,-122.40618883248644,37.71045294840721,-122.43240352761875,1601158755,725,2792,3,USD
1601424064,37.737078543775226,-122.41821057793355,37.775699818320355,-122.41385252742741,1601340449,584,2218,3,USD
1601424064,37.76581717069279,-122.49770512629395,37.7185599020785,-122.45356489764089,1601131483,1066,2803,3,USD
1601424064,37.79512870480373,-122.44915079800597,37.764678015175285,-122.47107805515797,1601205759,747,2969,3,USD
1601424065,37.7558726665847,-122.41030143023175,37.7656487409693,-122.3863866560829,1601222993,618,1644,3,USD
1601424065,37.72501859559225,-122.37061698209058,37.712777042516805,-122.43724281852258,1601306177,1101,3056,3,USD
1601424066,37.72465231139173,-122.37631991492442,37.7864487948573,-122.38564952672655,1601255185,1251,4458,3,USD
1601424066,37.762608966348644,-122.48192349613161,37.80152734805498,-122.46551931054354,1601219420,813,5013,7.75,USD
1601424066,37.7447781932195,-122.38030860449734,37.782613722691934,-122.3909454470574,1601151985,646,2424,3,USD
1601424067,37.727586847133196,-122.39270101549154,37.789112932530855,-122.45541193754276,1601224913,1370,4635,3,USD
1601424067,37.805957245620256,-122.425571755663,37.71569625167364,-122.4984159898015,1601258002,1644,,,
1601424067,37.7320743062338,-122.37064837221956,37.7763090074875,-122.48988434410175,1601321815,1619,5547,3,USD
1601424068,37.7648223680207,-122.41131974128416,37.79873261300865,-122.46114206980887,1601168339,1239,3810,3,USD
1601424068,37.71884953060605,-122.41224671117203,37.77483500331155,-122.50913657753009,1601175846,1729,4582,3,USD
1601424068,37.76833592656862,-122.4276723999344,37.760902320276635,-122.38283229807388,1601163290,1001,,,
1601424069,37.72898553296298,-122.39151039194502,37.758811231349036,-122.48071255434233,1601106961,1394,17952,3,USD
1601424069,37.752178622776086,-122.48462070313326,37.79172539558263,-122.39897900433593,1601333755,1585,4037,3,USD
1601424070,37.7594165563023,-122.4539921092513,37.72142342184617,-122.47768637138294,1601128272,717,2747,3,USD
1601424070,37.79171675113739,-122.46420277396221,37.734640362378016,-122.47013448651022,1601336629,1098,3407,3,USD
1601424070,37.721923584971904,-122.46969859827108,37.722301606030385,-122.475959430881,1601355185,239,536,3,USD
1601424071,37.795771562115796,-122.39962472054113,37.71734269260875,-122.40466182851533,1601237506,888,3231,3,USD
1601424071,37.76921596191403,-122.49650419684919,37.7685906770997,-122.39785189748997,1601301589,1284,4968,3,USD
1601424071,37.78918490203925,-122.39237812936696,37.75850038463766,-122.4309576273647,1601122725,1075,2479,3,USD
1601424072,37.762287711942,-122.40622849868535,37.7897581118825,-122.4444307207141,1601309681,967,3534,3,USD
1601424072,37.71696567170118,-122.40574166548821,37.78273458122964,-122.45920769767332,1601343138,1280,4045,3,USD
1601424073,37.77520224478318,-122.47283053304896,37.748229399879406,-122.46423178131775,1601202327,671,1908,3,USD
1601424073,37.73615462723018,-122.45945488882634,37.731465477547815,-122.42394537861296,1601135231,564,2553,3,USD
1601424074,37.716420270396235,-122.38588791917381,37.72252576354667,-122.4585786701822,1601178685,725,2194,3,USD
1601424074,37.767406104183145,-122.4674252366661,37.76731253158972,-122.41064408883918,1601286523,885,2899,3,USD
1601424075,37.7744515471402,-122.41368166264755,37.71101913634498,-122.46838269640674,1601284251,658,4560,3,USD
1601424075,37.78840319670079,-122.40222665440864,37.71737192723095,-122.39503961557956,1601205947,713,2971,3,USD
1601424076,37.71833436415977,-122.3856171851891,37.79477615327549,-122.47787480149009,1601343923,1797,5043,3,USD
1601424076,37.78045276463888,-122.45872411300454,37.77200067975279,-122.47370426403859,1601321411,581,1253,3,USD
1601424077,37.788544437088234,-122.44538444375637,37.75121919503863,-122.3942927453514,1601259094,977,4170,3,USD
1601424077,37.767029643616404,-122.48769469518423,37.73136706836942,-122.46737927402583,1601197309,719,3087,3,USD
1601424078,37.76847593611175,-122.39086688372245,37.73081407477882,-122.37577931746068,1601111001,749,13376,3,USD
1601424078,37.75949166768322,-122.42216325623701,37.78573554579557,-122.43778273680395,1601297975,852,1837,3,USD
1601424079,37.79424470878309,-122.46772141615368,37.79393078937029,-122.4719712490167,1601249027,62,409,,
1601424079,37.780885661508464,-122.4285941501447,37.70945570387018,-122.42447487649743,1601260979,1110,3821,5.6,USD
1601424079,37.75946025872697,-122.42039223351739,37.720875066717625,-122.44083188731965,1601277944,767,2643,3,USD
1601424080,37.715961469936786,-122.50309219768187,37.74169763047028,-122.41102334302718,1601235017,1021,,,
1601424080,37.724689122746206,-122.43063955807119,37.74987841053357,-122.50642267670116,1601257025,1215,3338,3,USD
1601424080,37.726300142534704,-122.48085480234691,37.74201448232506,-122.4119175588312,1601162368,951,4277,3,USD
1601424081,37.7787867982967,-122.47369944092657,37.719882742175244,-122.40483806462969,1601117482,1167,7203,3,USD
1601424081,37.77295300819774,-122.5090888360775,37.7228212173203,-122.46803742506376,1601198362,1081,3861,3,USD
1601424082,37.76623916740077,-122.41331529589607,37.744243767985395,-122.39770750417618,1601181331,469,2472,3,USD
1601424082,37.7723038766247,-122.4350859547928,37.74840230390436,-122.39608829046811,1601314790,531,3275,3,USD
1601424082,37.74051340668994,-122.39528321597408,37.76167091771703,-122.43616029147422,1601322666,917,2516,3,USD
1601424083,37.75265005822584,-122.50761778629766,37.79754045251341,-122.4342729666507,1601339342,1274,4503,3,USD
1601424083,37.743141052455144,-122.39744064179517,37.765603023796935,-122.40000671617071,1601191482,404,2386,3,USD
1601424083,37.75486373356268,-122.48497795912756,37.72352828389834,-122.3731186297137,1601208785,1745,5951,3,USD
1601424084,37.710421459094675,-122.48443779142164,37.775317864478204,-122.45586371450324,1601138173,1060,4864,7,USD
1601424084,37.75779516433593,-122.4831002262753,37.7355682331001,-122.47899673040509,1601265241,395,1655,3,USD
1601424085,37.72474156066548,-122.4598811033927,37.73823172794947,-122.40813475595561,1601216824,621,2857,3,USD
1601424085,37.77571041850412,-122.50484557919548,37.739026647355345,-122.4997450594302,1601311114,604,2637,3,USD
1601424085,37.76506304541797,-122.47883721187182,37.747868976067544,-122.49877729388893,1601273449,595,3175,3,USD
1601424086,37.740542005365945,-122.44750218627317,37.71935307306211,-122.50267267961968,1601213501,757,,,
1601424086,37.76344844574074,-122.45316271038809,37.767213578189704,-122.42533338636109,1601213782,599,1548,3,USD
1601424086,37.76281186554479,-122.50769705877016,37.77409220383489,-122.38370103788266,1601319726,1579,4744,3,USD
1601424087,37.71522826685502,-122.43941145769494,37.74393641098253,-122.38252311826184,1601210872,719,1830,3,USD
1601424087,37.80583681166967,-122.46845708161776,37.7352301113878,-122.50368498860827,1601294331,1494,5843,7.75,USD
1601424087,37.78083552220715,-122.4658132610445,37.76196207736865,-122.42516312165449,1601263425,931,2844,3,USD
1601424088,37.791998435848726,-122.41420545280043,37.774900464329946,-122.43570014032714,1601182048,593,2108,3,USD
1601424088,37.74821184215729,-122.48964729408328,37.72634113822983,-122.42443369252743,1601271973,1121,4925,3,USD
1601424088,37.76274686348073,-122.49125185570962,37.75892559976689,-122.48398464873925,1601262035,175,705,3,USD
1601424089,37.79171696225905,-122.46751270322639,37.73017123939425,-122.3713068992123,1601208857,1652,4821,3,USD
1601424089,37.7715729527445,-122.43667540934733,37.74771719209377,-122.45869190010983,1601217298,634,1967,3,USD
1601424089,37.72576426186415,-122.41910599248004,37.71258201630875,-122.44580528418724,1601297346,578,2015,3,USD
1601424090,37.78850975099702,-122.44085295867295,37.7447322078062,-122.50557550451656,1601129285,1242,3324,3,USD
1601424090,37.752812361734314,-122.40671039847719,37.77166287924089,-122.48031020140971,1601104121,1249,20458,,
1601424090,37.77531068444607,-122.47602914938386,37.74947453919773,-122.45114694745655,1601117406,767,7493,3,USD
1601424091,37.79060147998958,-122.42354345700156,37.782768052959696,-122.41894863369036,1601228970,343,495,4.75,USD
1601424091,37.7503536932634,-122.46202103645804,37.74715913503963,-122.45988851633577,1601308237,140,512,,
1601424091,37.77495893150683,-122.3950940602092,37.74750797934987,-122.4585319270172,1601361140,912,4519,3,USD
1601424092,37.77733841534351,-122.42756423431146,37.72802388595077,-122.45902524833694,1601355538,848,3124,3,USD
1601424092,37.79630995892525,-122.40226781423853,37.79071155103842,-122.47627433291753,1601344255,1099,3347,0,USD
1601424093,37.76672311961389,-122.38633187620255,37.78401311957697,-122.50969419521472,1601278687,1885,4453,3,USD
1601424093,37.75857995770893,-122.44137733062192,37.716212392336615,-122.46181786706812,1601361487,896,5038,3,USD
1601424094,37.801523817537344,-122.45832491104937,37.737840964679656,-122.40126559539368,1601338408,1363,5279,3,USD
1601424094,37.79821514063657,-122.44002850071902,37.80672346428969,-122.47342074325049,1601327403,301,2016,4.75,USD
1601424094,37.75351228272094,-122.5000116352784,37.75322511180406,-122.3963889758331,1601326098,1200,4425,3,USD
1601424095,37.72259440474662,-122.38568288052147,37.727192195832004,-122.41376500948714,1601287549,616,2580,3,USD
1601424095,37.71380036858434,-122.50266915397549,37.795777014348275,-122.43420746534005,1601140471,1663,,,
1601424095,37.760345077214325,-122.5046686351519,37.78773938675389,-122.41983888600748,1601327374,1361,3220,3,USD
1601424096,37.76072823972796,-122.46274878930122,37.80335636702934,-122.47946580429223,1601205898,794,7222,3,USD
1601424096,37.78639560570451,-122.39631496268106,37.7289914779955,-122.43850537777678,1601117645,762,7369,3,USD
1601424096,37.74551578556451,-122.4125421281154,37.75874694322164,-122.41871044758894,1601189939,484,1521,3,USD
1601424097,37.80479454282509,-122.4755444830908,37.781412372196925,-122.48934526039392,1601204941,441,2484,,
1601424097,37.721739961713766,-122.41019137488823,37.75131884230577,-122.43083261581948,1601129548,850,3300,3,USD
1601424097,37.77299518429281,-122.50912246828395,37.77192718818782,-122.41084160415933,1601155045,1381,4296,3,USD
1601424098,37.77039587510093,-122.43899414897358,37.77705633123805,-122.51237843902682,1601141806,920,2429,3,USD
1601424098,37.77727517968205,-122.49107514393276,37.754569378631885,-122.40649764871583,1601318024,1208,3658,3,USD
1601424099,37.742444388203275,-122.39793820656197,37.76724339162359,-122.48081317858401,1601331510,1178,4648,3,USD
1601424099,37.72511781046813,-122.50577886074444,37.76496644164714,-122.44712395915928,1601144959,1068,,,
1601424099,37.764531077351336,-122.41603994206301,37.72904977108088,-122.4241399429919,1601347469,616,1997,5.6,USD
1601424100,37.759389493380056,-122.38671815790778,37.72437022427917,-122.39854519994047,1601321555,599,,,
1601424100,37.78788625076007,-122.39602459927352,37.777121449719395,-122.46915322594097,1601293225,1178,3197,3,USD
1601424101,37.78647794712226,-122.38672885613326,37.77553292173446,-122.4945962050029,1601164219,1487,3989,3,USD
1601424101,37.77626462661028,-122.46247887358834,37.71014146461492,-122.46218016759653,1601167794,1076,3332,6.8,USD
1601424101,37.78046435146385,-122.46969010332708,37.80581766024843,-122.41015436423689,1601123079,1011,3355,3,USD
1601424102,37.7989916022157,-122.40829388942844,37.76852736211665,-122.4982852407281,1601126767,1296,3970,3,USD
1601424102,37.71943388168728,-122.40254868720095,37.753561890356565,-122.46193166181942,1601240090,1207,3710,3,USD
1601424102,37.766662842255975,-122.40143004747519,37.778710367690834,-122.49575926821481,1601341037,1367,4484,3,USD
1601424103,37.71163781332682,-122.41909713951152,37.753229255561116,-122.43897589489063,1601146356,1013,2973,3,USD
1601424103,37.799617647781346,-122.45985429001759,37.76726553659903,-122.47244140146016,1601117047,887,,,
1601424103,37.75521575604247,-122.49608286810351,37.78415602759517,-122.46572780006132,1601344320,706,2126,3,USD
1601424104,37.772635299839386,-122.48790864050466,37.74115401110074,-122.43288873727772,1601359942,1018,4439,3,USD
1601424104,37.738521483912535,-122.49242281455594,37.729718295034296,-122.50023262725827,1601277197,246,1295,,
1601424104,37.719462103247686,-122.39419848709188,37.7296972379593,-122.36483856799012,1601113428,587,2751,,
1601424105,37.73528314819879,-122.44000006214097,37.77845102757526,-122.4874168012552,1601126447,967,2708,3,USD
1601424264,37.74500653643156,-122.37359279673215,37.76558207618364,-122.46959796412987,1601214699,1293,3217,3,USD
1601424264,37.726910859448815,-122.44890644584035,37.709226486250806,-122.5005076407454,1601285184,974,14768,6.05,USD
1601424265,37.72658526862059,-122.36398848586651,37.72990989410893,-122.43151502643344,1601306057,945,3204,3,USD
1601424265,37.74934320305021,-122.46592774251852,37.74551303870592,-122.48909993066104,1601211912,395,1934,3,USD
1601424265,37.72135367913877,-122.46180849046473,37.76287507633374,-122.42388584603768,1601345659,830,2123,5.6,USD
1601424266,37.713253361980755,-122.43575627420952,37.7675164794267,-122.49454361957878,1601180818,1316,4244,3,USD
1601424266,37.80303508082622,-122.4174573518004,37.762625324034445,-122.4654923621231,1601254679,1190,4462,3,USD
1601424266,37.76117877687375,-122.44997512516407,37.74637739924122,-122.4360192443367,1601306476,406,2379,3,USD
1601424267,37.750498942265665,-122.41618457956386,37.71829993698445,-122.4220625945605,1601145562,485,2098,5.6,USD
1601424267,37.80652469855378,-122.43556033103799,37.7206584310769,-122.42117225979487,1601172964,1396,5908,3,USD
1601424268,37.72886099133459,-122.47871095723895,37.76181924897976,-122.44364085488493,1601241757,833,2849,3,USD
1601424268,37.752990906217406,-122.38107736878699,37.80100333520987,-122.42372656510746,1601129569,1156,3628,3,USD
1601424268,37.72752899588106,-122.38074835014366,37.771480628132224,-122.47907770667625,1601172811,1513,4839,3,USD
1601424269,37.77224396190686,-122.4002325399731,37.789511245268095,-122.4639721606605,1601236715,1226,3849,3,USD
1601424269,37.7857170768462,-122.40851610718093,37.73772221804709,-122.39993293188496,1601170723,684,2459,3,USD
1601424270,37.76867886913058,-122.45707982655347,37.73762860363405,-122.4416067096467,1601206971,666,4065,3,USD
1601424270,37.77098833793777,-122.44666678458873,37.72303855333157,-122.4844475330657,1601270548,1129,3674,3,USD
1601424270,37.772699717521164,-122.41407513460666,37.75206670747962,-122.46658476650802,1601276915,1075,2864,3,USD
1601424271,37.729555285665626,-122.40159147177744,37.73050386213204,-122.38188446103214,1601221548,376,1050,3,USD
1601424271,37.75141830051473,-122.38665752519738,37.792776575493555,-122.41256877124918,1601181755,848,2935,3,USD
1601424272,37.728244389279936,-122.36464516167193,37.79874980314463,-122.46550217102981,1601133637,1856,6611,3,USD
1601424272,37.76795299439529,-122.43550914927592,37.78391050329574,-122.40821069410933,1601144949,867,1247,3,USD
1601424273,37.78510115865447,-122.4048192120687,37.79909989158802,-122.43215131105734,1601227319,790,1948,3,USD
1601424273,37.758451179910615,-122.45459862925335,37.76863336306422,-122.47305669752478,1601184409,908,2433,,
1601424274,37.780540030655146,-122.46918126434399,37.71445548145145,-122.37941968809092,1601301019,1479,6240,3,USD
1601424274,37.77871391114277,-122.39597644575385,37.79719219285444,-122.46227359464474,1601122371,1223,3653,3,USD
1601424274,37.74882354893973,-122.45311148818331,37.734369064081186,-122.4127523131559,1601327157,839,3172,3,USD
1601424275,37.7211202364017,-122.43824547241452,37.803399244823936,-122.42921671937555,1601128459,1170,3259,3,USD
1601424275,37.79674095271963,-122.46792178525216,37.74176046794437,-122.39607119682695,1601244823,1500,4601,3,USD
1601424276,37.752398902025895,-122.4960921114392,37.75996559504342,-122.41549918859222,1601289502,1365,4200,3,USD
1601424276,37.70865046969055,-122.49138096945252,37.76865910462421,-122.45355342661101,1601286709,1162,,,
1601424276,37.76987402960703,-122.51129436031566,37.78555225269438,-122.44832738090193,1601315268,994,2824,3,USD
1601424277,37.72811038681007,-122.39069110268811,37.777635967723754,-122.48541780020923,1601125089,1531,3557,3,USD
1601424277,37.72394896399541,-122.39818707057128,37.7987604269199,-122.42343559661542,1601271460,1022,3806,3,USD
1601424278,37.71352316613349,-122.38366540133448,37.74724454152363,-122.40959542672648,1601135457,545,3295,3,USD
1601424278,37.77993692194849,-122.49343550664616,37.72721066308905,-122.45313191403352,1601204428,1157,5263,3,USD
1601424278,37.71954265109711,-122.3996304577137,37.76549147178177,-122.39595462931086,1601357081,310,2328,3,USD
1601424279,37.73423342660049,-122.4801440147816,37.75564706679795,-122.48564281743748,1601215746,484,2421,3,USD
1601424279,37.714874130414046,-122.4691063896583,37.74175160033362,-122.4673570553401,1601107960,455,2768,,
1601424279,37.80195503121385,-122.415928218046,37.73843316487351,-122.48451919270099,1601357886,1452,4224,3,USD
1601424280,37.74521531407354,-122.38494592549125,37.78651660313094,-122.39849935445034,1601114963,768,9396,3,USD
1601424280,37.74045277392853,-122.4292062274042,37.74680309291462,-122.48863288053629,1601123943,1020,2980,3,USD
1601424281,37.73741498535348,-122.42436256575174,37.777976234500464,-122.47186711079924,1601211173,1140,3151,3,USD
1601424281,37.782721012322426,-122.47778983778937,37.80073684355357,-122.43151217931921,1601244490,660,2711,7.75,USD
1601424281,37.78825296719278,-122.42658466257953,37.74660351287648,-122.45590849022672,1601256809,974,2985,3,USD
1601424282,37.743240929780214,-122.47516087265586,37.79731440619182,-122.44514537178404,1601236182,856,4090,3,USD
1601424282,37.7225477917663,-122.48555705215283,37.70830869327747,-122.48932656012734,1601346790,228,,,
1601424282,37.7197849074563,-122.40284274071138,37.72283293766541,-122.48534541057148,1601281685,935,5358,3,USD
1601424283,37.75932682810196,-122.47852923231282,37.74819940299109,-122.39076854465684,1601184272,1111,4262,3,USD
1601424283,37.714905415674046,-122.48469340399664,37.737923604593966,-122.40050971448339,1601300318,793,4481,3,USD
1601424283,37.77988983003117,-122.49549102865544,37.7796684405012,-122.49613774601792,1601199896,22,67,,
1601424284,37.72889950160772,-122.35972913849069,37.70919405601841,-122.45268466625053,1601166025,1056,4426,3,USD
1601424284,37.7423332376608,-122.38136341472713,37.71516107732992,-122.5002790313355,1601354484,1237,,,
1601424284,37.72085477335561,-122.36423796714445,37.786585057406086,-122.45115449820598,1601273059,1830,25046,3,USD
1601424285,37.80284332282763,-122.42134633160383,37.77249772612067,-122.41015939747066,1601322652,801,2466,3,USD
1601424285,37.72495089226899,-122.43474170988547,37.793956391803015,-122.45011654019119,1601338570,1469,4409,3,USD
1601424285,37.79397771019122,-122.41916381726115,37.78037813268,-122.4932301830449,1601106160,1099,18318,3,USD
1601424286,37.775269525348484,-122.45368504006923,37.7154940977317,-122.40153911843592,1601109954,919,13059,3,USD
1601424286,37.76297420311077,-122.48817095618944,37.77745504992225,-122.39157437936241,1601184878,1238,3758,3,USD
1601424287,37.73371063366378,-122.43259920131163,37.7317770580621,-122.48949467880172,1601234809,823,2824,3,USD
1601424287,37.70875947788875,-122.40542490983346,37.79399583213225,-122.46997847906086,1601194220,1535,5792,3,USD
1601424288,37.73798347735187,-122.44974609931458,37.71675375382541,-122.45382851298997,1601355379,574,2731,3,USD
1601424288,37.76961305830334,-122.45849983765623,37.751874062308126,-122.37966604266376,1601220808,1044,4349,3,USD
1601424288,37.73614407569554,-122.48069344898309,37.715824339599905,-122.46456016142669,1601269217,467,2188,3,USD
1601424289,37.76630946951919,-122.4463802837259,37.722087155344724,-122.47962279971216,1601185423,906,3864,3,USD
1601424289,37.71199108108505,-122.40121583308027,37.766773442372894,-122.40573307709765,1601163805,392,2419,3,USD
1601424289,37.724779331433254,-122.49710187737769,37.78397167235726,-122.4507434800484,1601168787,1218,4378,3,USD
1601424290,37.804251999243625,-122.4707039143135,37.7465405965443,-122.44243930776739,1601151958,1183,4949,7.75,USD
1601424290,37.7355843976037,-122.48146303813402,37.77945200707868,-122.43290586069337,1601346294,1115,3227,3,USD
1601424291,37.77593636815722,-122.41799101654323,37.71684459054389,-122.42204323424042,1601291751,575,4190,3,USD
1601424291,37.71074394206813,-122.39240790839038,37.70844691297118,-122.49375031490396,1601133875,949,,,
1601424291,37.70889728309571,-122.47085769060179,37.804433955025914,-122.43313631522457,1601139800,1357,3676,6.8,USD
1601424292,37.78234887213282,-122.45924769264397,37.729684981864544,-122.43679036372718,1601126093,1119,2793,3,USD
1601424292,37.75603823830408,-122.50310151335567,37.78883231041036,-122.40255600214043,1601251775,1522,3234,3,USD
1601424292,37.72888598521947,-122.42694157355763,37.74552240230441,-122.4160223229281,1601184739,462,1239,3,USD
1601424293,37.77207747106139,-122.43576702977047,37.76407407382233,-122.5064637162962,1601311324,893,2775,3,USD
1601424293,37.73193071471251,-122.48685614197095,37.73652228164289,-122.42095792948572,1601169556,814,3206,3,USD
1601424293,37.80382066223358,-122.45291049649533,37.74515308419197,-122.3803455810295,1601299273,1614,3859,7.75,USD
1601424294,37.75369646078322,-122.50645600796179,37.71649791703598,-122.38943507894373,1601312232,1418,4442,3,USD
1601424294,37.79727064100987,-122.42388419644634,37.72492472846064,-122.36623952331809,1601317353,1576,5477,3,USD
1601424295,37.76384656015075,-122.40094872087043,37.724251675220586,-122.36218289821952,1601244372,976,2432,3,USD
1601424295,37.72027207981317,-122.38351584776255,37.720807919329225,-122.43310029788987,1601123720,751,2747,3,USD
1601424295,37.789481876326995,-122.45922621701676,37.76789883546077,-122.40426755446583,1601334289,1077,3751,3,USD
1601424296,37.72747630831037,-122.37576801607895,37.72568296088467,-122.43629260843097,1601107945,867,15327,3,USD
